Name,Divisions,Latitude,Longitude,Address,Normal_site,Auto_site,Glamping,Caravan,Restroom,Shower_room,Sink,Homepage
청풍명월 캠핑장,일반야영장,37.8319763,126.7258205,경기도 파주시 탄현면 문지리 ,20,0,0,0,2,2,1,https://coolbreeze.modoo.at/?pc=1
충청남도 산림환경연구소(금강자연휴양림),일반야영장,36.434399,127.2330595,세종특별자치시 금남면 산림박물관길 110 ,20,0,0,0,4,4,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030085
팔영산 자연휴양림 야영장,일반야영장,34.6217505,127.4409542,전라남도 고흥군 영남면 팔영로 1347-418 ,20,0,0,0,3,1,1,https://www.foresttrip.go.kr/pot/rm/fa/selectCmpgrArmpListView.do?hmpgId=ID02030069&menuId=002002002
횡성 별빛마을 서울캠핑장,자동차야영장,37.3494536,128.1581667,강원도 횡성군 강림면 월현리 ,20,0,0,0,1,1,1,https://blog.naver.com/seoulcamp7
힐스톤 캠핑장 ,자동차야영장,37.2493721,128.2927459,강원도 영월군 주천면 금마리 ,20,0,0,0,1,1,2,https://cafe.naver.com/hillstones
숲속야영장 휴림,"일반야영장,카라반,글램핑",33.443436,126.4289921,제주도 제주시 애월읍 광령남서길 40,20,0,10,4,2,1,3,http://huerim.kr/
밤골야영장 ,자동차야영장,37.340913,128.2801227,강원 영월군 무릉도원면 무릉법흥로 940,20,0,0,0,5,2,3,http://r.camperstory.com/resMain.hbb?reserve_path=RP&campseq=2225
궁지골 농원 ,일반야영장,35.2776013,126.5545604,전남 영광군 묘량면 밀재로7길 140,20,0,0,0,2,2,1,http://061-351-3592.itmk.kr/mobile_pc.php/
명성가족캠핑촌 ,자동차야영장,37.2730657,126.4563127,인천 옹진군 영흥면 영흥로722번길 39,20,0,0,0,2,1,2,https://msgogogo.modoo.at/
추월산골드캠핑장 ,"일반야영장,카라반",35.4271059,127.0146694,전남 담양군 용면 가마골로 221-4,20,0,0,3,1,1,1,http://www.goldautocamp.com/
캠핑포유 캠핑장 ,"일반야영장,자동차야영장",37.9377719,127.5613279,경기 가평군 북면 화악산로 686-41,20,0,0,0,7,2,9,http://www.camping4u.co.kr/
아이뜰관광농원,일반야영장,36.8449284,127.9024629,충북 괴산군 장연면 충민로 1193,20,0,0,0,12,14,10,https://iddeulcamping.modoo.at/
은빛모래야영장,일반야영장,36.8971075,126.203977,충남 태안군 원북면 옥파로 1157-17,20,0,0,0,0,0,0,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=7557&viewType=read05
대부관광농원 오캠핑,일반야영장,37.207208,126.54624,경기 안산시 단원구 대남로 642 (대부남동),20,0,0,0,0,0,0,http://ocamping.co.kr/
가루실캠프 ,일반야영장,36.6562383,126.6436775,충청남도 예산군 덕산면 둔리 ,21,0,2,0,3,2,2,https://cafe.naver.com/48119613
국립회문산자연휴양림,일반야영장,35.5011323,127.1154018,전라북도 순창군 구림면 안심길 249 ,21,0,0,0,1,1,1,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0188
금오도 야영장 ,일반야영장,34.5351616,127.7612922,전라남도 여수시 대유길 36-2 ,21,0,3,0,0,0,0,https://campgold.modoo.at/
무주홀리데이파크 ,일반야영장,35.8393446,127.6853322,전라북도 무주군 안성면 공정리 ,21,0,0,0,3,3,2,http://mujuholidaypark.com/default/
봉무공원야영장,일반야영장,35.9192416,128.651488,대구시 동구 팔공로 50길 66,21,0,0,0,1,0,1,https://www.nabipark.or.kr/pages/sub.htm?nav_code=but1486532571
씨앗골캠핑장 ,일반야영장,36.6294626,127.6065734,충청북도 청주시 상당구 낭성면 호정대신로 69-34 ,21,0,0,0,1,1,1,https://seedcounty.wixsite.com/seedcounty
지리산오도재힐링캠핑장,일반야영장,35.4559403,127.6965511,경상남도 함양군 휴천면 월평리 지리산가는길 811-1,21,0,0,0,2,1,7,http://www.jocamp.co.kr/main/main.php
햇살가득애견캠핑장,일반야영장,37.763933,127.2916528,경기도 남양주시 수동면 내방리 368-5번지 ,21,0,0,0,2,2,1,https://cafe.naver.com/youngsmom2738
회문산 캠핑장,일반야영장,35.476333,127.1024908,전라북도 순창군 구림면 구림로 791 ,21,0,0,0,1,1,1,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0188
부귀농원 가족캠프 ,일반야영장,35.8489904,127.4219875,전라북도 진안군 부귀면 귀상로 708-33 ,21,0,0,0,4,6,8,http://gajokcamp.com/default/
505펜션&캠핑(오공오),일반야영장,36.5013917,127.0202,충청남도 공주시 사곡면 호계리 ,22,0,0,0,2,2,3,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=28
금동산야,일반야영장,37.9391579,127.128047,경기도 포천시 신북면 금동리 ,22,0,0,0,2,2,1,https://cafe.daum.net/gumdongc
깊이울달빛캠핑장 ,일반야영장,37.9214643,127.1690031,경기도 포천시 신북면 심곡리 ,22,0,0,0,2,2,1,http://www.gipiuldalbit.co.kr/
두모마을야영장,일반야영장,34.7412176,127.9580998,경상남도 남해군 상주면 양아로533번길 18 ,22,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=908&viewType=read01
룰루랄라 캠핑장 ,일반야영장,36.5859923,129.3415295,경상북도 영덕군 창수면 오서로 471 ,22,0,0,0,2,2,2,https://cafe.naver.com/in5819
반딧골캠핑장,일반야영장,35.9850668,127.7869327,전라북도 무주군 설천면 두길리 ,22,0,0,0,1,1,1,http://bandicamp.co.kr/
삼화리 동광 캠핑장,자동차야영장,38.0221896,126.9798112,경기도 연천군 미산면 어삼로 447-30,22,0,0,0,1,1,1,https://blog.naver.com/dg_camping
소나무숲아래 ,자동차야영장,36.8238656,128.0898577,충청북도 충주시 수안보면 미륵리사지길 29 ,22,0,0,0,1,1,1,https://sonamusoop.modoo.at/
솔바람 야영장,자동차야영장,37.9581423,128.5132557,강원도 양양군 서면 얼음골길 76 ,22,0,0,0,1,1,1,http://www.ckdcamp.kr/camp/
송백농원캠핑장 ,일반야영장,35.4444609,129.0485301,경상남도 양산시 상북면 외석리 ,22,0,0,0,2,2,1,https://cafe.naver.com/songbaekfarm
연풍연가캠핑장 ,일반야영장,36.6693317,127.0025767,충남 아산시 송악면 종곡길96번길 90,22,0,0,0,2,2,2,https://cafe.naver.com/lovewindlovesong
천사봉오토캠핑장 ,자동차야영장,37.5955439,127.5971032,경기도 양평군 단월면 산음리 ,22,0,0,0,1,1,6,https://cafe.naver.com/camping1004bong
학암포 퍼스트 캠핑장 ,"일반야영장,카라반,글램핑",36.8992942,126.2053482,충청남도 태안군 원북면 옥파로 1169-3 ,22,0,10,15,2,2,1,http://firstcamp.kr/
호두나무캠핑장,자동차야영장,36.6744096,127.0361375,충청남도 천안시 동남구 광덕면 광덕리 ,22,0,0,0,2,2,3,https://kwangdeoksannongwon.modoo.at/
국립황정산 자연휴양림,일반야영장,36.8405814,128.3482948,충청북도 단양군 대강면 황정산로 239-11 ,23,0,0,0,1,1,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0242
다옴 햇골 캠핑장 ,자동차야영장,38.0598,127.5184915,강원도 화천군 사내면 사창리 ,23,0,0,0,1,1,2,http://m.xn--bb0bm7i11shlbj5qxnkzka.com/
더불어사는터 ,자동차야영장,37.3103886,128.173768,강원도 영월군 수주면 두산길 199-8 ,23,0,0,0,2,2,1,https://doosanrips.modoo.at/
동검도노을캠핑장,일반야영장,37.5874129,126.5096141,인천 강화군 길상면 동검길 159-13,23,0,0,0,3,2,2,http://www.xn--939a570c96ahypy2db4gy0b.kr/
맑은개울 캠핑장 ,일반야영장,36.4860165,127.9588028,경상북도 상주시 화서면 하송3길 178-5,23,0,0,0,2,2,2,http://www.xn--h49ay3xf5jrpa1p095avxl.com/
미루밸리 캠핑장 ,일반야영장,35.8606724,128.1331151,경상북도 성주군 가천면 법전리 ,23,0,0,0,2,2,2,http://www.miruvalley.co.kr/
미산분교 캠핑장 ,자동차야영장,37.8712442,128.3182191,강원도 인제군 상남면 미산리 376-6 ,23,0,0,0,2,2,1,https://cafe.naver.com/camptool
백운오양골캠핑장 ,"일반야영장,글램핑",38.068163,127.381801,경기도 포천시 이동면 화동로2457번길 92 ,23,0,10,0,1,1,1,https://booking.naver.com/booking/3/bizes/437139
사과향기캠핑장,일반야영장,35.5789627,128.9805981,경상남도 밀양시 산내면 얼음골옛길 347-12 ,23,0,0,0,1,1,1,https://cafe.naver.com/iceapple1
산새소리캠핑장,일반야영장,36.7406022,127.7587293,충북 괴산군 청천면 도경로여사왕 2길 4-67,23,0,0,0,2,2,2,https://cafe.naver.com/sansaesoristory
잉카마야박물관&캠핑장 ,일반야영장,36.6116423,128.0250224,경상북도 문경시 가은읍 전곡길 13-10 ,23,0,0,0,2,2,1,http://www.xn--hz2b27s7rbowm.kr/
편백힐(치유의숲)야영장,일반야영장,35.3795806,126.8971743,전라남도 장성군 북하면 하남실길 212,23,0,0,0,2,2,2,https://heal3001.modoo.at/
화이트 오토캠핑장 ,일반야영장,35.644024,128.850206,경상북도 청도군 매전면 호화리 ,23,0,0,0,1,1,1,https://cafe.daum.net/White-autocamping
화야캠핑장 ,일반야영장,37.6808405,127.4689423,경기 가평군 설악면 유명로 1907-41,23,0,0,0,2,2,6,http://www.hwayacamp.com/
회산백련지 오토캠핑장,"일반야영장,카라반",34.8600889,126.5298981,전라남도 무안군 일로읍 백련로 333,23,0,0,20,1,1,1,https://www.muan.go.kr/lotus
국민여가캠핑장,자동차야영장,36.1049416,127.5691925,충청남도 금산군 제원면 닥실길 16 ,24,0,0,1,2,2,1,https://www.xn--jj0bv76ax6ehwhz2i.com/
산장펜션 캠핑장,일반야영장,35.7213059,129.0690552,경상북도 경주시 산내면 대현리 ,24,0,0,0,2,2,2,http://www.sjcamp.co.kr/xe/
스톤엑스 캠핑장,일반야영장,37.6810128,127.7568353,강원도 홍천군 남면 남노일리 ,24,0,0,0,2,2,1,http://www.stoneaxe.co.kr/mobile/index.html
자연이랑캠프 ,자동차야영장,37.360788,128.2746199,강원도 영월군 수주면 무릉법흥로 1174 ,24,0,0,0,1,1,1,https://withnaturecamp.modoo.at/
초원오토캠핑장 ,자동차야영장,37.0394174,127.8166349,충청북도 충주시 중앙탑면 감노로 2003 ,24,0,0,0,2,1,2,https://cafe.naver.com/grasslandcamping
합천휴테마파크 ,일반야영장,35.5496146,128.0565838,경남 합천군 용주면 영상로 172 ,24,0,0,0,1,1,2,http://huethemepark.com/
행복한소풍캠핑장,"자동차야영장,글램핑",37.6391609,126.4007982,인천시 강화군 화도면 내리 1498-1,24,0,4,0,1,1,2,https://cafe.naver.com/sopoongcamp
더좋은 펜션 캠핑장,자동차야영장,37.3120928,128.2327938,강원도 영월군 수주면 엄둔길 180 ,24,0,0,0,1,1,2,http://thegoodcamping.co.kr/camping/
메타파크 ,"일반야영장,카라반",35.3707606,127.0215244,전남 담양군 금성면 금성산성길 260,24,0,0,10,5,2,1,http://www.metapark.co.kr/
가족쉼터,자동차야영장,37.7548248,127.2720936,경기도 남양주시 수동면 수산리 ,25,0,0,0,2,2,2,https://www.ktourmap.com/spotDetails.jsp?contentId=2738718
국립두타산자연휴양림,자동차야영장,37.5543001,128.5737,강원도 평창군 진부면 아차골길 ,25,0,0,0,1,1,1,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0243
굼벵이캠핑농원 ,일반야영장,36.9363123,126.2938045,충청남도 태안군 이원면 내리 ,25,0,0,0,1,1,1,https://cafe.naver.com/gumbang2
꿈꾸는시계 ,일반야영장,36.1879223,127.28752,충청남도 논산시 벌곡면 대덕리 ,25,0,0,0,2,2,2,http://www.xn--989a09cmb43qp92a.com/
느티나무야영장 ,일반야영장,35.3715548,127.781667,경상남도 산청군 삼장면 유평리 ,25,0,0,0,3,3,3,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=2963
대가야역사테마관광지 캠핑장,일반야영장,35.721096,128.2601414,경상북도 고령군 고령읍 대가야로 1216 ,25,0,0,0,6,4,2,http://www.daegayacamp.com/
무지개펜션&캠핑,자동차야영장,37.2411795,126.4744529,인천 옹진군 영흥면 영흥남로9번길 355-20,25,0,0,0,2,2,5,http://xn--hq1bn1xhsdd4qnoe.xn--mk1bu44c/
별수하야영장,일반야영장,37.2083997,127.9983323,충청북도 제천시 백운면 운학리 ,25,0,0,0,1,1,3,https://cafe.naver.com/starskycamping
살둔마을 생둔분교 캠핑장,자동차야영장,37.8316611,128.3711752,강원도 홍천군 내면 율전리 ,25,0,0,0,1,1,2,http://saldun.invil.org/index.html?menuno=6850&lnb=20101
상우농장 야영장,자동차야영장,37.3476024,128.2791269,강원 영월군 무릉도원면 무릉법흥로 994-23,25,0,0,0,2,2,5,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1575
서당골캠핑장 ,"일반야영장,자동차야영장",35.5153999,128.6009586,경상남도 밀양시 무안면 삼화길 680-23 ,25,0,0,0,1,1,1,https://cafe.daum.net/tjekd999
석문 오토캠핑장 ,자동차야영장,37.0136929,128.8767911,경상북도 봉화군 춘양면 애당리 ,25,0,0,0,1,1,1,https://www.bonghwa.go.kr/open.content/tour/
스토리캠프,일반야영장,35.2804724,126.5270809,전라남도 영광군 영광읍 물무로3길 185-19 ,25,0,0,0,3,1,2,https://campstory.modoo.at/
영우네 농어촌 관광농원,일반야영장,36.4963642,127.0349629,충청남도 공주시 사곡면 월은길 40 ,25,0,0,0,2,2,1,https://cafe.naver.com/owoofarm
예손농원캠핑장 ,일반야영장,38.061803,127.3273369,경기도 포천시 영북면 여우고개로 7 ,25,0,0,0,1,1,1,http://xn--zf4buz25j0mag4yxnkerb.com/
용인 자연휴양림 야영장,자동차야영장,37.3150348,127.2695911,경기도 용인시 처인구 모현면 초부로 220 ,25,0,0,0,2,2,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030031
지리산천왕봉야영장 ,일반야영장,35.3985666,127.5997797,전라북도 남원시 지리산로 1241 천왕봉식당,25,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2815
태기산 아름채 관광공원 ,자동차야영장,37.5900259,128.2341084,강원도 횡성군 청일면 청일로 1030 ,25,0,0,0,1,1,1,http://www.alumche.com/
포시즌파크,일반야영장,37.3368741,128.1539157,강원도 횡성군 강림면 월현리 ,25,0,0,0,2,1,3,https://cafe.naver.com/4seasonpark
포천자연마을 서울캠핑장 ,일반야영장,38.1239264,127.2530487,경기도 포천시 관인면 사정리 ,25,0,0,0,1,0,1,https://www.seoul.go.kr/storyw/campingjang/pocheon.do
해솔캠핑장,자동차야영장,37.8077091,128.0783544,강원도 홍천군 내촌면 논골길 91,25,0,0,0,2,2,2,https://booking.naver.com/booking/3/bizes/155269
호식이 캠핑장 ,자동차야영장,37.3116113,128.318727,강원도 영월군 주천면 판운리 ,25,0,0,0,1,1,1,https://blog.naver.com/PostList.nhn?isHttpsRedirect=true&blogId=thsdhrhd9490
홍길동테마파크 야영장,자동차야영장,35.3185337,126.7271089,전라남도 장성군 황룡면 홍길동로 431 ,25,0,0,0,3,4,5,https://www.jangseong.go.kr/home/honggildong/
OK가족캠핑장,일반야영장,35.3168536,126.6011272,전남 영광군 대마면 영장로10길 4,25,0,0,0,2,2,1,https://cafe.naver.com/ygokcamp
피플앤독 느티캠핑장,일반야영장,36.6286325,126.8692211,충남 예산군 신양면 불원귀곡길 108,25,0,0,0,2,2,2,https://cafe.naver.com/doghealingcamp
가평 물골숲 계곡 캠핑장 ,자동차야영장,37.8367557,127.3143217,경기 가평군 상면 물골길 120,25,0,0,0,2,2,5,https://cafe.naver.com/mulgolcamping
내린천솔밭힐링캠핑장,자동차야영장,37.9102643,128.2908329,강원도 인제군 상남면 하남리 445,26,0,0,0,2,2,2,https://01053250560.modoo.at/?pc=1
도사곡자연휴양림야영장,자동차야영장,37.2243498,128.796431,강원도 정선군 사북읍 사북리 447-15 ,26,0,0,0,2,1,2,https://jsimc.or.kr/layout/basic/page/page1/page11.html
사슬치 캠핑장,자동차야영장,37.2213939,128.2953272,강원도 영월군 주천면 용석리 339,26,0,0,0,1,1,1,https://cafe.naver.com/saseulchi/
산과별 관광농원,일반야영장,36.5935184,127.0183811,공주시 사곡면 부곡리 274-3,26,0,0,0,2,2,6,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1471
약수골 캠프촌 숲속캠핑장 ,자동차야영장,38.1671426,128.0592207,강원도 양구군 동면 후곡리 ,26,0,0,0,2,1,2,http://www.xn--bb0bu51bqochvky3bqzp.com/index.php
영양수비별빛캠핑장 ,일반야영장,36.7909965,129.2647931,경상북도 영양군 본신로 213-0 ,26,0,0,0,1,1,1,http://www.xn--bm3bl1a9bz4r88egta75gp2truo.kr/
장남동산농원(캠핑브리지),"일반야영장,글램핑",37.9703631,126.8909971,경기도 연천군 장남면 원당리 ,26,0,4,0,2,2,1,https://cafe.naver.com/campingbridge
하늘그린캠프 ,자동차야영장,37.8215897,128.2166257,강원도 인제군 상남면 상남리 ,26,0,0,0,2,2,1,https://sgcamp.modoo.at/
행복한나드리캠핑장 ,자동차야영장,37.1735519,128.0923604,충청북도 제천시 봉양읍 옥전리 ,26,0,0,0,2,2,2,https://blissnadricamping.modoo.at/
힐링파크 ,일반야영장,35.1812443,127.7739019,경상남도 하동군 청암면 청학로 1235-19 ,26,0,0,0,2,1,2,https://www.thestayhealingpark.com/
비토 국민여가캠핑장,"일반야영장,카라반,글램핑",34.9656309,127.9825479,경남 사천시 서포면 용궁로 124,26,0,14,3,3,3,1,https://www.bitocamping.com/
조은자리 캠핑장,일반야영장,35.678157,128.984917,경북 청도군 운문면 신원리 398번지,26,0,0,0,2,2,1,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=7052
황방농원 캠핑장,일반야영장,37.9214223,126.9968574,경기도 양주시 남면 양연로 173번길 49,26,0,0,0,2,2,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=7098&viewType=read01
가마미야영장,"일반야영장,카라반",35.3980254,126.4077244,전남 영광군 홍농읍 계마길 120,26,0,0,10,2,1,2,http://gamamibeach.co.kr/index.php
몽돌바다캠핑장 ,일반야영장,34.8744903,126.1374313,전남 신안군 암태면 진작지길 139-63,26,0,0,0,1,2,1,https://cafe.naver.com/badacamping
캠핑어클락 ,"자동차야영장,카라반,글램핑",37.8472754,127.3775713,경기 가평군 조종면 연인산로474번길 27,26,0,6,0,2,2,12,http://www.campingoclock.com/
노꼬담꼬 ,"일반야영장,글램핑",35.8226325,129.0530513,경상북도 경주시 산내면 감산리 ,27,0,10,0,4,4,2,https://nodam2019.modoo.at/
무주 구천동 캠핑장 ,"일반야영장,자동차야영장",35.9313087,127.7576923,전라북도 무주군 설천면 심곡리 ,27,0,0,0,1,1,2,http://www.gucheondongcamp.com/
방태산 자연휴양림 캠핑장,자동차야영장,37.9242191,128.3970647,강원도 인제군 기린면 방동리 ,27,0,0,0,2,1,1,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0109
상순네 오토캠핑장 ,자동차야영장,37.1552007,128.6585157,강원도 영월군 중동면 고장골길 76-6 ,27,0,0,0,3,1,3,https://cafe.naver.com/sangsunne
청석들오토캠핑 ,일반야영장,35.7179541,129.0703874,경상북도 경주시 산내면 대현길 176-9 ,27,0,0,0,2,2,2,https://cafe.daum.net/csdpension
낭만가족 캠핑장 ,일반야영장,37.9310546,127.1219109,경기도 포천시 신북면 지동길 205 ,28,0,0,0,1,1,1,https://cafe.naver.com/nangmanjok
도고온천모두캠핑장 ,일반야영장,36.76604,126.8800202,충남 아산시 도고면 도고온천로 207-20,28,0,0,0,2,2,2,https://dogocamping.modoo.at/
마음이 머무는 곳 ,자동차야영장,38.0845316,127.4873438,강원도 화천군 사내면 포화로 653-76 ,28,0,0,0,2,2,2,https://heartpensioncamping.modoo.at/
문암생태공원 ,일반야영장,36.6744104,127.4477438,충청북도 청주시 흥덕구 문암동 ,28,0,0,0,2,2,2,https://munam.cheongju.go.kr/index.jsp
섬진강문화학교 캠핑장,일반야영장,35.1479527,127.3603551,전라남도 곡성군 죽곡면 동계리 ,28,0,0,0,1,1,2,http://www.dokdocamping.com/
송천떡마을야영장,자동차야영장,38.0501362,128.5543581,강원도 양양군 서면 송천리 203-2,28,0,0,0,3,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1803&viewType=read01
여수굴전여가캠핑장,"일반야영장,카라반",34.6921448,127.7650695,전라남도 여수시 돌산읍 돌산로 3017-15 ,28,0,0,10,0,0,0,http://www.yeosucamping.co.kr/main/index.html
춘천숲자연휴양림엔글램핑,"자동차야영장,글램핑",37.747726,127.7426862,강원도 춘천시 동산면 군자리 산403 ,28,0,45,0,0,1,1,http://www.ccforest.or.kr/
트리캠핑장 ,자동차야영장,37.2568236,126.5149936,인천광역시 옹진군 선재로306번길 27-55 ,28,0,0,0,1,1,3,http://treecamping.net/
농업회사법인주식회사 태신목장예산지점 (아그로랜드 태신목장),일반야영장,36.8019058,126.7082707,충청남도 예산군 고덕면 상몽리 ,29,0,0,0,2,2,1,http://www.agroland.co.kr/
매일민박캠핑장,자동차야영장,38.1933098,127.4668594,강원도 철원군 근남면 하오재로 1531 ,29,0,0,0,2,6,6,https://cafe.naver.com/meil53
뿌리공원캠핑장 ,자동차야영장,36.285408,127.384438,대전광역시 중구 안영동 ,29,0,0,0,1,1,1,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1451
영월약수터 오토캠핑장 ,자동차야영장,37.1460822,128.6763835,강원도 영월군 중동면 녹전리 ,29,0,0,0,2,2,2,https://cafe.naver.com/0wol
수덕 캠핑장,일반야영장,36.6719608,126.6492613,충남 예산군 덕산면 노곡길 15,29,0,0,0,0,0,0,https://sooduckcamp.modoo.at/
DMZ 마루캠핑,자동차야영장,38.135059,127.019045,경기도 연천군 중면 군중로 399,30,0,0,0,1,1,1,https://cafe.naver.com/marucamping
강촌하늘아래 (구 강촌캠핑장),"일반야영장,글램핑",37.8005486,127.641409,강원도 춘천시 남산면 방곡리 ,30,0,16,0,2,1,2,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=167
국립용화산자연휴양림,자동차야영장,38.0141083,127.7606727,강원도 춘천시 사북면 사여골길 294,30,0,0,0,1,1,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0222
그린스톤 오토캠핑장 ,일반야영장,36.6830162,127.9773911,경상북도 문경시 완장길 103-63 ,30,0,0,0,1,1,3,https://greenstonecamp.modoo.at/
금강송 체험 야영장,일반야영장,37.010851,129.212661,경상북도 울진군 금강송면 소광리 173-2,30,0,0,0,2,2,1,https://cafe.daum.net/kkscamp
기산골캠핑장 ,일반야영장,37.7766651,126.935462,경기도 양주시 백석읍 기산로 413 ,30,0,0,0,3,2,2,http://ms.okkg.com/
덕동골 오토캠핑장 ,자동차야영장,37.217282,127.956877,충청북도 제천시 백운면 덕동로2길 23-26 ,30,0,0,0,2,2,5,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=803&viewType=read01
로코코캠핑장 ,자동차야영장,37.7150112,127.2999638,경기도 남양주시 수동면 지둔로 358-4 ,30,0,0,0,2,2,2,https://cafe.naver.com/rocococamping
리앤파크,"일반야영장,글램핑",36.2559493,127.860136,충북 영동군 황간면 구룡로 321,30,0,10,0,2,2,2,http://www.leenpark.co.kr/niabbs5/
문경레저투어 캠핑장 ,일반야영장,36.6579174,128.1268687,경상북도 문경시 진남3길 6-0 ,30,0,0,0,2,2,2,http://www.yeyakwang.co.kr/index.php?ps_code=141002456
미시령계곡캠핑장 ,자동차야영장,38.21975,128.407737,강원도 인제군 북면 미시령옛길 30 ,30,0,0,0,1,1,1,https://blog.naver.com/jbk0309
범산골캠핑장 ,자동차야영장,37.8042187,126.9141046,경기도 양주시 광적면 비암리 ,30,0,0,0,2,2,1,https://bsgcamp.modoo.at/
비타민 캠핑장 ,일반야영장,37.7704096,126.9379027,경기도 양주시 백석읍 기산로440번길 110-43 ,30,0,0,0,4,4,2,https://vitaminpension.modoo.at/
새막골 캠프 ,자동차야영장,37.3236099,128.1785338,강원 영월군 무릉도원면 새막골길 72-115,30,0,0,0,1,1,1,https://cafe.naver.com/saemakgol
서천 춘장대캠핑장 ,일반야영장,36.1643093,126.5257078,충청남도 서천군 서면 도둔리 ,30,0,0,0,2,2,0,https://autocamp01.modoo.at/
솔티야영장 (단양솔티천캠핑&푸른솔펜션),일반야영장,36.9657713,128.4192692,충청북도 단양군 천동4길 10-7 ,30,0,0,0,4,4,2,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=1785
송원글램핑파크 ,자동차야영장,37.1073868,127.1431214,경기도 용인시 처인구 남사면 봉무리 ,30,0,16,5,2,2,2,https://swglampingpark.modoo.at/
수봉야영장 ,자동차야영장,38.0781206,128.5114209,강원도 양양군 서면 오색리 3,30,0,0,0,2,2,1,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=1829
신화가족목공체험 캠핑소,자동차야영장,37.4674158,127.4691004,경기도 양평군 강상면 강상로 326 ,30,0,0,0,2,1,1,https://cafe.naver.com/shinhwacamp
아리울캠핑장 ,자동차야영장,37.2373,128.164,강원도 원주시 신림면 황둔리 ,30,0,0,0,2,2,1,https://ariulcamping.modoo.at/
아트인아일랜드 ,자동차야영장,37.6209948,128.353734,강원도 평창군 봉평북로 193-28 ,30,0,0,0,3,2,2,http://www.irispension.co.kr/
삼척엘림캠핑장,일반야영장,37.3246826,129.2329649,강원도 삼척시 내평길 233-13 ,30,0,0,0,2,2,2,https://secamp.modoo.at/
여차울 캠핑장,"자동차야영장,글램핑",37.8605695,128.2799685,강원도 홍천군 내면 방내리 ,30,0,5,0,2,1,2,https://yeochaul.modoo.at/
용가리쌤 캠핑장 ,자동차야영장,37.7538442,127.9504961,강원도 홍천군 화촌면 설악로 2692 ,30,0,0,0,1,1,2,http://yongcem.kr/default/
인제아리캠핑장 ,"자동차야영장,카라반",38.1164566,128.1787967,강원도 인제군 인제읍 광치령로 306 ,30,0,0,3,1,1,1,https://aricamp.modoo.at/
자일랜드 ,"일반야영장,글램핑",38.1056379,127.309421,경기도 포천시 영북면 호국로4350번길 154-187 ,30,0,25,0,5,5,5,https://booking.naver.com/booking/3/bizes/164863
중바위캠핑장,자동차야영장,37.8879363,127.5379731,경기도 가평군 북면 제령아랫말길 70 ,30,0,0,0,9,6,7,http://www.jungbawi.com/contents/main.html
지리산산내들펜션야영장 ,일반야영장,35.4121408,127.6442642,전라북도 남원시 산내면 천왕봉로 892 ,30,0,0,0,2,2,3,http://www.xn--220bl3f42ejvia42hi44bcts.com/
진밭골향기관광농원 야영장,자동차야영장,37.3435285,127.7705244,강원도 원주시 문막읍 취병리 ,30,0,0,0,1,1,1,https://cafe.naver.com/jbgsscent
초평밤나무 ,자동차야영장,36.8163803,127.495401,충청북도 진천군 초평면 화산리 ,30,0,0,0,2,2,1,https://cafe.naver.com/bamcamp
축령산 자연휴양림 ,자동차야영장,37.7538975,127.3149823,경기도 남양주시 수동면 축령산로 299 ,30,0,0,0,2,2,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030050
캠누리 오토캠핑장,자동차야영장,37.6925104,127.6322033,강원도 홍천군 서면 개야리 ,30,0,0,0,1,1,2,http://www.camn.co.kr/
통고산 자연휴양림야영장,일반야영장,36.9272959,129.1925235,경상북도 울진군 서면 불영계곡로 880 ,30,0,0,0,3,2,2,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=0193
하얀여울,자동차야영장,37.3402855,128.2805874,강원 영월군 무릉도원면 무릉법흥로 932,30,0,0,0,2,4,2,https://gocamping.or.kr/bsite/camp/info/read.do?c_no=3369
하이캠핑장,"자동차야영장,글램핑",37.9689072,127.4163335,경기도 가평군 북면 적목리 ,30,0,2,0,4,2,12,http://hicamping.penbang.com/
